Timestamp,Open,High,Low,Close,Volume
2012-01-01,4.64569725864124,4.64569725864124,4.64569725864124,4.64569725864124,0.011918951132300357
2012-01-02,4.975,4.975,4.975,4.975,0.007013888888888889
2012-01-03,5.0855,5.0855,5.0855,5.0855,0.07436477841666667
2012-01-04,5.17025,5.170395833333333,5.17025,5.170395833333333,0.0744675418263889
2012-01-05,5.954291666666667,5.954361111111112,5.954291666666667,5.954361111111112,0.048839404423611114
2012-01-06,6.620236111111112,6.620333333333334,6.620236111111112,6.620333333333334,0.03878877333333333
2012-01-07,6.047777777777777,6.047777777777777,6.047777777777777,6.047777777777777,0.001941568048611111
2012-01-08,6.819444444444445,6.819444444444445,6.819444444444445,6.819444444444445,0.002777777777777778
2012-01-09,6.816513888888889,6.816513888888889,6.816451388888889,6.816451388888889,0.04504814090277778
2012-01-10,6.385722222222222,6.385722222222222,6.385722222222222,6.385722222222222,0.04214718122222222
2012-01-11,7.030256944444444,7.030333333333333,7.030256944444444,7.030333333333333,0.06481039808333333
2012-01-12,6.97925,6.97925,6.97925,6.97925,0.06870252209027777
2012-01-13,6.707305555555556,6.707645833333333,6.706680555555556,6.707118055555555,0.0233519586875
2012-01-14,6.492305555555555,6.492305555555555,6.492236111111111,6.492236111111111,0.019405086340277777
2012-01-15,6.61107638888889,6.61107638888889,6.61107638888889,6.61107638888889,0.014538403263888888
2012-01-16,7.071527777777778,7.071527777777778,7.071527777777778,7.071527777777778,0.00878423317361111
2012-01-17,7.005972222222223,7.005972222222223,7.005972222222223,7.005972222222223,0.007809983895833334
2012-01-18,6.458416666666666,6.458611111111111,6.458152777777777,6.458347222222223,0.14077388927083334
2012-01-19,6.5343888888888895,6.5343888888888895,6.5343888888888895,6.5343888888888895,0.1100458225486111
2012-01-20,6.475083333333334,6.475083333333334,6.475083333333334,6.475083333333334,0.1278304396597222
2012-01-21,6.95,6.95,6.95,6.95,0.0
2012-01-22,6.582361111111111,6.582361111111111,6.582361111111111,6.582361111111111,0.112524226
2012-01-23,6.602854166666667,6.602854166666667,6.602854166666667,6.602854166666667,0.0663684924236111
2012-01-24,6.500354166666667,6.500354166666667,6.500354166666667,6.500354166666667,0.059337667687500005
2012-01-25,6.594215277777778,6.594215277777778,6.5941527777777775,6.5941527777777775,0.05605781694444444
2012-01-26,6.270076388888889,6.270076388888889,6.270076388888889,6.270076388888889,0.011638167868055556
2012-01-27,5.854298611111111,5.854409722222223,5.854298611111111,5.854409722222223,0.07336118175
2012-01-28,5.2764444444444445,5.2764444444444445,5.2764444444444445,5.2764444444444445,0.00017361111111111112
2012-01-29,5.559840277777778,5.559840277777778,5.559840277777778,5.559840277777778,0.001288087798611111
2012-01-30,5.456833333333334,5.456833333333334,5.456833333333334,5.456833333333334,0.015541666666666665
2012-01-31,5.662076388888889,5.6622916666666665,5.661708333333333,5.6622916666666665,0.07272106481944444
2012-02-01,5.441034722222223,5.441034722222223,5.441027777777777,5.441027777777777,0.009411420652777778
2012-02-02,6.038305555555556,6.038645833333333,6.038222222222223,6.038569444444445,0.08582127613194444
2012-02-03,6.175541666666667,6.175541666666667,6.175354166666667,6.175354166666667,0.19679312925
2012-02-04,6.308659722222222,6.308673611111111,6.308659722222222,6.308673611111111,0.0470104125625
2012-02-05,5.928833333333333,5.928833333333333,5.928826388888889,5.928826388888889,0.03462964175
2012-02-06,5.561861111111111,5.561861111111111,5.561861111111111,5.561861111111111,0.018306998729166666
2012-02-07,5.664152777777778,5.664152777777778,5.664152777777778,5.664152777777778,0.1051560733263889
2012-02-08,5.690083333333334,5.690083333333334,5.690083333333334,5.690083333333334,0.04025093523611111
2012-02-09,5.787506944444445,5.787513888888889,5.787506944444445,5.787513888888889,0.07097188218055556
2012-02-10,5.882923611111111,5.882923611111111,5.882923611111111,5.882923611111111,0.14092050618055554
2012-02-11,5.722895833333333,5.722895833333333,5.722895833333333,5.722895833333333,0.001305199861111111
2012-02-12,5.53925,5.53925,5.53925,5.53925,0.02402777777777778
2012-02-13,5.626979166666667,5.626979166666667,5.626979166666667,5.626979166666667,0.09029713293055555
2012-02-14,5.316215277777778,5.316236111111111,5.316034722222223,5.316055555555556,0.08599868897916667
2012-02-15,4.881298611111111,4.881298611111111,4.881298611111111,4.881298611111111,0.050205546875
2012-02-16,4.598888888888889,4.598888888888889,4.598680555555556,4.598680555555556,0.06570363718055555
2012-02-17,4.684798611111111,4.684840277777778,4.684631944444444,4.684673611111111,0.18207518134027778
2012-02-18,4.4454166666666675,4.4454166666666675,4.445347222222223,4.445347222222223,0.17561316935416665
2012-02-19,4.315465277777777,4.315465277777777,4.315465277777777,4.315465277777777,0.06783579468055555
2012-02-20,4.465319444444444,4.465423611111111,4.465277777777778,4.465381944444444,0.17260030797222223
2012-02-21,4.451888888888889,4.451888888888889,4.451791666666667,4.451791666666667,0.2856665997708333
2012-02-22,4.506125,4.506125,4.506118055555556,4.506118055555556,0.04088625450694445
2012-02-23,4.6730625,4.673076388888888,4.673055555555555,4.673069444444445,0.26151017232638885
2012-02-24,5.102027777777778,5.102055555555555,5.101951388888889,5.101986111111111,0.27806443856944446
2012-02-25,5.006798611111111,5.006798611111111,5.006763888888889,5.006763888888889,0.08762344221527776
2012-02-26,4.991986111111111,4.991986111111111,4.991979166666667,4.991979166666667,0.020277777777777777
2012-02-27,4.996069444444444,4.996069444444444,4.996027777777778,4.996027777777778,0.21580021813194444
2012-02-28,5.029868055555555,5.0298750000000005,5.0298541666666665,5.029861111111111,0.24882102461805558
2012-02-29,4.969277777777778,4.969277777777778,4.969243055555555,4.969243055555555,0.20308833225694442
2012-03-01,5.011027777777778,5.011027777777778,5.011,5.011,0.1687137599027778
2012-03-02,4.8371458333333335,4.8371458333333335,4.836972222222222,4.836972222222222,0.23327794316666667
2012-03-03,4.793534722222223,4.793534722222223,4.7934930555555555,4.7934930555555555,0.08744327440277777
2012-03-04,4.683881944444445,4.683881944444445,4.683881944444445,4.683881944444445,0.07889473284722222
2012-03-05,4.899888888888889,4.899888888888889,4.899868055555555,4.899868055555555,0.23693520854166666
2012-03-06,5.006875,5.006881944444444,5.006868055555556,5.006875,0.14928509710416668
2012-03-07,5.0195138888888895,5.019541666666667,5.019465277777778,5.019493055555556,0.42179773581944446
